participant_id,plan_type,industry,region,age,tenure_years,annual_salary,contribution_rate,annual_contribution,account_balance,plan_funded_ratio,projected_balance_at_65,est_monthly_benefit,replacement_ratio,readiness
109580,401(k),Healthcare,West,53,19.5,126394,0.1205,15230,381752,0.864,1025089,5750,0.546,Off Track
109581,Defined Benefit Pension,Manufacturing,Midwest,53,11.1,64815,0.0544,3526,44609,0.748,149245,3989,0.739,On Track
109582,Defined Benefit Pension,Manufacturing,Southwest,22,0,98652,0.0295,2910,31934,0.669,778821,9862,1.2,On Track
109583,Annuity,Education,Southwest,31,18.4,28000,0.0609,1705,36253,0.747,440505,2468,1.058,On Track
109584,401(k),Public Sector,Southwest,67,15.2,76250,0.1227,9356,180429,0.707,180429,2508,0.395,Off Track
109585,Annuity,Education,Northeast,45,13.2,47645,0.0289,1377,15948,0.719,101801,1530,0.385,Off Track
109586,Defined Benefit Pension,Transportation,Northeast,72,2.6,88584,0.0737,6529,14894,0.785,14894,2552,0.346,Off Track
109587,401(k),Manufacturing,Midwest,64,5.3,104237,0.0625,6515,22079,0.744,29919,2433,0.28,Off Track
109588,401(k),Transportation,West,45,6.3,55202,0.0944,5211,500,0.758,193293,2024,0.44,Off Track
109589,Defined Benefit Pension,Manufacturing,Southeast,44,7.3,87136,0.0947,8252,52171,0.742,507379,6952,0.957,On Track
109590,401(k),Retail,Northeast,68,8.1,62006,0.0943,5847,34204,0.742,34204,1664,0.322,Off Track
109591,Defined Benefit Pension,Manufacturing,Northeast,73,2.5,73325,0.0833,6108,5162,1.141,5162,2079,0.34,Off Track
109592,Annuity,Education,Midwest,45,29.2,83517,0.0301,2514,98204,0.762,407433,3446,0.495,Off Track
109593,401(k),Education,Southwest,66,24,43888,0.081,3555,105122,0.794,105122,1448,0.396,Off Track
109594,401(k),Construction,Midwest,60,14.2,44026,0.0778,3425,86102,0.908,134531,1549,0.422,Off Track
109595,401(k),Education,West,62,11.7,96283,0.035,3370,42926,0.705,61854,2540,0.317,Off Track
109596,Defined Benefit Pension,Construction,Northeast,49,26.6,53034,0.0435,2307,87418,0.665,281299,4915,1.112,On Track
109597,Defined Benefit Pension,Education,Southeast,40,25,107831,0.0602,6491,170046,0.724,1085941,11345,1.262,On Track
109598,401(k),Construction,West,35,6.1,28000,0.1213,3396,14529,0.842,351929,2173,0.931,On Track
109599,401(k),Education,Midwest,32,14,98190,0.1151,11302,173565,0.873,2287459,9958,1.217,On Track
109600,401(k),Retail,Northeast,71,10.5,72231,0.0855,6176,122495,0.937,122495,2214,0.368,Off Track
109601,Defined Benefit Pension,Education,Southeast,48,9.8,69380,0.0527,3656,35083,0.911,197617,4717,0.816,On Track
109602,401(k),Transportation,West,34,10.7,76126,0.0985,7498,60857,1.058,1006347,5258,0.829,On Track
109603,Defined Benefit Pension,Education,West,60,11.3,31515,0.0627,1976,27033,0.867,47315,1800,0.685,At Risk
109604,Defined Benefit Pension,Retail,Southwest,42,13.7,103418,0.0461,4768,75634,0.864,512979,8788,1.02,On Track
109605,Annuity,Construction,Southeast,40,13.7,59952,0.0601,3603,61003,0.75,459494,3030,0.607,At Risk
109606,401(k),Transportation,Southwest,73,23.5,48641,0.07,3405,114988,0.86,114988,1599,0.395,Off Track
109607,401(k),Transportation,Southwest,32,5.5,132607,0.0767,10171,39483,0.769,1260164,6534,0.591,At Risk
109608,Annuity,Retail,Southeast,51,19.7,62231,0.039,2427,86413,0.715,246375,2377,0.458,Off Track
109609,Defined Benefit Pension,Public Sector,Southeast,41,3.4,47818,0.0594,2840,500,1.078,146341,3321,0.833,On Track
109610,Annuity,Retail,Southwest,39,13.9,94762,0.0246,2331,31340,0.709,280471,3268,0.414,Off Track
109611,401(k),Retail,Southeast,30,20.3,79377,0.0654,5191,119382,1.08,1496038,6971,1.054,On Track
109612,401(k),Healthcare,Midwest,49,16.6,100278,0.0403,4041,61865,1,260902,3203,0.383,Off Track
109613,Defined Benefit Pension,Manufacturing,Southwest,38,9.5,74336,0.0612,4549,43663,0.85,500356,6918,1.117,On Track
109614,Defined Benefit Pension,Manufacturing,Southeast,55,14.3,98744,0.0543,5362,102883,0.696,254923,6182,0.751,On Track
109615,401(k),Public Sector,Southwest,47,25.2,129469,0.1087,14073,391947,0.84,1553685,7512,0.696,At Risk
109616,Defined Benefit Pension,Education,Northeast,44,7.3,50780,0.0637,3235,33062,0.742,241773,3872,0.915,On Track
109617,Defined Benefit Pension,Manufacturing,Southeast,38,16.5,59151,0.0555,3283,52826,1.054,463891,5983,1.214,On Track
109618,401(k),Construction,Southeast,65,19.7,28000,0.0623,1744,49720,0.936,49720,1166,0.5,Off Track
109619,401(k),Healthcare,Midwest,57,8.9,82640,0.1339,11065,112533,0.982,288876,3029,0.44,Off Track
109620,Defined Benefit Pension,Manufacturing,Southeast,40,25.9,75504,0.052,3926,79676,0.827,557357,7521,1.195,On Track
109621,401(k),Retail,Southwest,32,28.6,107357,0.0729,7826,217263,0.852,2248015,9827,1.098,On Track
109622,Annuity,Public Sector,West,25,20.8,71199,0.02,1424,26482,0.931,492767,3423,0.577,At Risk
109623,401(k),Retail,West,62,20.8,69642,0.0236,1644,50423,0.816,65288,1959,0.337,Off Track
109624,401(k),Transportation,West,59,0,77481,0.0712,5517,18636,1.042,64918,2153,0.334,Off Track
109625,401(k),Transportation,West,61,1.4,65443,0.1172,7670,38080,0.792,81628,1908,0.35,Off Track
109626,Defined Benefit Pension,Public Sector,West,47,11.3,82305,0.0806,6634,64185,1.024,388234,6366,0.928,On Track
109627,Defined Benefit Pension,Education,West,58,6.7,78341,0.0628,4920,24808,0.751,78600,3562,0.546,Off Track
109628,Annuity,Healthcare,West,60,17,87090,0.0485,4224,86297,0.795,139296,2642,0.364,Off Track
109629,401(k),Retail,Southwest,47,0,65620,0.0463,3038,4725,0.826,107378,1998,0.365,Off Track
109630,401(k),Transportation,Northeast,44,17,87402,0.09,7866,142090,0.811,797627,4844,0.665,At Risk
109631,Annuity,Manufacturing,Midwest,36,10.6,89279,0.0337,3009,43736,0.768,458561,3761,0.505,Off Track
109632,Defined Benefit Pension,Public Sector,Northeast,53,7.7,62862,0.0574,3608,38302,0.612,137938,3579,0.683,At Risk
109633,Defined Benefit Pension,Retail,Northeast,55,27.3,69713,0.0715,4984,178575,0.876,385494,6278,1.081,On Track
109634,401(k),Education,Southwest,43,9.5,67074,0.0687,4608,26710,0.771,296202,2664,0.477,Off Track
109635,Defined Benefit Pension,Construction,Midwest,45,0,37644,0.0577,2172,1490,0.808,84677,2223,0.709,On Track
109636,401(k),Retail,West,45,15.7,58398,0.0778,4543,81844,0.936,429602,2892,0.594,At Risk
109637,401(k),Retail,West,57,15.1,93298,0.0745,6951,131244,0.77,277980,3259,0.419,Off Track
109638,401(k),Education,Northeast,32,10.6,95693,0.0837,8010,83050,0.851,1347830,6826,0.856,On Track
109639,Defined Benefit Pension,Manufacturing,Midwest,35,30.8,81479,0.0629,5125,185758,0.769,1472073,11018,1.623,On Track
109640,401(k),Manufacturing,Northeast,35,13.7,43629,0.02,873,12379,1.06,140116,1558,0.428,Off Track
109641,Defined Benefit Pension,Healthcare,Southeast,46,20.1,99405,0.0671,6670,133261,0.96,628374,9286,1.121,On Track
109642,Annuity,Transportation,Northeast,52,14.6,123856,0.0609,7543,115226,0.855,388197,3627,0.351,Off Track
109643,Defined Benefit Pension,Retail,West,35,22.2,88615,0.0539,4776,95212,0.866,924431,9728,1.317,On Track
109644,Annuity,Retail,Northeast,59,9.4,71922,0.0231,1661,2717,0.654,15440,1850,0.309,Off Track
109645,401(k),Manufacturing,Midwest,66,3.5,47810,0.0231,1104,31222,0.781,31222,1299,0.326,Off Track
109646,401(k),Healthcare,Southeast,53,18.1,71609,0.0764,5471,143374,1.041,380792,3060,0.513,Off Track
109647,401(k),Retail,Southwest,61,14.4,58144,0.1115,6483,111675,0.789,169348,2018,0.417,Off Track
109648,Defined Benefit Pension,Retail,West,37,18.4,66426,0.061,4052,83867,0.841,706378,7337,1.325,On Track
109649,401(k),Public Sector,Southeast,37,7.1,108098,0.0374,4043,24930,0.656,404494,3682,0.409,Off Track
109650,Annuity,Healthcare,Southeast,54,15.8,96728,0.0314,3037,54071,0.917,148112,2827,0.351,Off Track
109651,401(k),Education,West,48,0,62398,0.0651,4062,500,0.843,115947,1946,0.374,Off Track
109652,Defined Benefit Pension,Manufacturing,West,37,8.2,74460,0.084,6255,62202,0.727,746600,7719,1.244,On Track
109653,401(k),Manufacturing,Midwest,65,6.4,71864,0.0624,4484,35586,0.695,35586,1915,0.32,Off Track
109654,Annuity,Education,Northeast,52,16,59867,0.0412,2467,41222,1.104,134506,1945,0.39,Off Track
109655,401(k),Public Sector,Northeast,56,8.1,34382,0.0759,2610,20210,0.799,64137,1214,0.424,Off Track
109656,401(k),Construction,West,40,1,95185,0.123,11708,28555,0.776,764908,4883,0.616,At Risk
109657,Defined Benefit Pension,Transportation,Midwest,68,7.5,105093,0.0619,6505,54861,0.947,54861,3501,0.4,Off Track
109658,Annuity,Manufacturing,Southwest,46,16.8,54992,0.0515,2832,44029,0.61,228822,2138,0.466,Off Track
109659,Defined Benefit Pension,Manufacturing,Northeast,60,13,53713,0.0455,2444,30723,1.04,54891,2734,0.611,At Risk
109660,Defined Benefit Pension,Education,Northeast,41,6,97418,0.0871,8485,66792,0.798,701607,8325,1.026,On Track
109661,401(k),Construction,West,50,18.7,53354,0.0678,3617,102437,0.822,329685,2433,0.547,Off Track
109662,Defined Benefit Pension,Healthcare,Southwest,55,24.5,33173,0.0729,2418,60492,0.754,140203,2898,1.048,On Track
109663,Annuity,Manufacturing,West,72,19.3,59567,0.0786,4682,147892,0.858,147892,1982,0.399,Off Track
109664,Defined Benefit Pension,Education,Northeast,43,0,109968,0.0308,3387,17348,0.77,209484,6056,0.661,At Risk
109665,401(k),Public Sector,Northeast,50,13.9,57345,0.0465,2667,28309,0.834,129921,1867,0.391,Off Track
109666,Annuity,Healthcare,Southwest,55,10.9,53847,0.0308,1658,25638,0.729,67768,1572,0.35,Off Track
109667,Annuity,Transportation,Midwest,31,0,58813,0.02,1176,500,0.868,126146,1891,0.386,Off Track
109668,Annuity,Manufacturing,Midwest,22,1.7,39777,0.04,1591,500,0.803,251369,1838,0.554,At Risk
109669,Annuity,Retail,Southwest,36,18.4,35108,0.0598,2099,18643,0.87,255585,1852,0.633,At Risk
109670,Defined Benefit Pension,Education,Southeast,60,13.5,64655,0.0878,5677,89838,0.811,152225,3619,0.672,At Risk
109671,Annuity,Education,Southeast,69,12.6,32723,0.0221,723,8517,1.047,8517,1028,0.377,Off Track
109672,Annuity,Retail,West,37,6.8,60844,0.0443,2695,4264,0.832,206479,2209,0.436,Off Track
109673,401(k),Education,Southwest,33,20.7,79377,0.0617,4898,107238,0.934,1137226,5775,0.873,On Track
109674,Defined Benefit Pension,Public Sector,Southeast,66,2.2,82550,0.0541,4466,30189,0.843,30189,2391,0.348,Off Track
109675,Defined Benefit Pension,Healthcare,Northeast,41,4.9,68062,0.0483,3287,24384,0.951,265760,5046,0.89,On Track
109676,401(k),Manufacturing,Northeast,44,9.5,38447,0.0401,1542,500,0.783,63369,1211,0.378,Off Track
109677,401(k),Healthcare,Northeast,66,0,60483,0.0572,3460,18404,0.811,18404,1573,0.312,Off Track
109678,Defined Benefit Pension,Healthcare,Southeast,64,4.9,81667,0.0597,4876,34564,0.856,41514,2782,0.409,Off Track
109679,Defined Benefit Pension,Retail,Midwest,59,20.5,89379,0.0573,5121,117154,0.602,201906,5868,0.788,On Track
109680,401(k),Education,Midwest,27,5.2,64357,0.1442,9280,42755,0.895,1652581,7118,1.327,On Track
109681,Defined Benefit Pension,Healthcare,Southeast,33,18.2,52291,0.0537,2808,70228,0.763,708427,6283,1.442,On Track
109682,Annuity,Public Sector,West,61,17.1,74327,0.0567,4214,90290,0.808,132424,2300,0.371,Off Track
109683,Defined Benefit Pension,Healthcare,Southwest,52,10.7,62096,0.0788,4893,53561,0.957,206632,4081,0.789,On Track
109684,Defined Benefit Pension,Transportation,Southeast,39,0.6,43484,0.0711,3092,500,0.853,185186,3150,0.869,On Track
109685,Defined Benefit Pension,Healthcare,West,44,12.5,80595,0.0412,3321,25913,0.793,220909,6126,0.912,On Track
109686,Annuity,Education,Midwest,61,0,72516,0.0555,4025,500,0.883,18239,1874,0.31,Off Track
109687,Annuity,Manufacturing,West,66,7.8,40988,0.034,1394,23464,0.781,23464,1103,0.323,Off Track
109688,Defined Benefit Pension,Retail,Northeast,48,13.9,54325,0.0703,3819,59365,0.852,267601,4348,0.961,On Track
109689,Defined Benefit Pension,Transportation,West,40,19,66689,0.059,3935,71855,0.742,524284,6749,1.214,On Track
109690,401(k),Healthcare,West,45,10.8,29327,0.061,1789,21135,0.969,133592,1445,0.591,At Risk
109691,Defined Benefit Pension,Construction,West,64,7.1,51646,0.0604,3119,40137,0.712,45664,1966,0.457,Off Track
109692,401(k),Manufacturing,Southwest,64,6.5,89690,0.0401,3597,70083,0.907,77885,2502,0.335,Off Track
109693,Defined Benefit Pension,Construction,West,50,8.3,58283,0.0766,4464,500,0.621,105102,3505,0.722,On Track
109694,401(k),Healthcare,Southwest,42,17,49643,0.0496,2462,44999,0.848,287589,2200,0.532,Off Track
109695,Defined Benefit Pension,Public Sector,West,61,14.8,102316,0.0648,6630,118792,0.903,178976,5334,0.626,At Risk
109696,401(k),Transportation,Midwest,67,11.8,81787,0.1401,11458,198703,0.74,198703,2707,0.397,Off Track
109697,401(k),Construction,Southwest,31,17,91471,0.0838,7665,124488,0.91,1701234,7958,1.044,On Track
109698,Defined Benefit Pension,Healthcare,West,45,12,50012,0.051,2551,26513,0.856,178871,3847,0.923,On Track
109699,Defined Benefit Pension,Healthcare,Midwest,62,1.3,64037,0.055,3522,1369,0.809,12843,1988,0.373,Off Track
109700,Defined Benefit Pension,Public Sector,Midwest,49,3.1,71698,0.0631,4524,37258,0.874,210791,4207,0.704,On Track
109701,Defined Benefit Pension,Transportation,Southeast,42,16.8,78351,0.0841,6589,91318,1.013,658467,8052,1.233,On Track
109702,Annuity,Manufacturing,West,50,1,136002,0.0731,9942,15104,0.888,267607,3225,0.285,Off Track
109703,Defined Benefit Pension,Education,Midwest,52,9,74356,0.0397,2952,37679,0.719,136107,4357,0.703,On Track
109704,Defined Benefit Pension,Construction,Northeast,34,11.1,102347,0.0706,7226,102847,0.746,1238920,11580,1.358,On Track
109705,Defined Benefit Pension,Public Sector,Midwest,49,3.7,136073,0.0402,5470,3902,0.752,150341,6185,0.545,Off Track
109706,401(k),Public Sector,Southwest,52,0,120051,0.094,11285,500,0.803,214151,3047,0.305,Off Track
109707,Annuity,Manufacturing,Southeast,42,2.6,76407,0.0626,4783,20373,0.906,302601,2919,0.458,Off Track
109708,401(k),Transportation,West,39,0,104133,0.1648,17161,500,0.933,1017457,5725,0.66,At Risk
109709,401(k),Transportation,Midwest,42,16.9,75571,0.0896,6771,97172,0.913,689381,4187,0.665,At Risk
109710,401(k),Transportation,Southeast,36,15.2,70909,0.0797,5651,100494,0.5,960654,4975,0.842,On Track
109711,Defined Benefit Pension,Healthcare,Southeast,58,5.9,95549,0.0447,4271,31287,0.901,82894,4150,0.521,Off Track
109712,Annuity,Public Sector,Southwest,36,1.1,96741,0.084,8126,500,0.81,601106,4337,0.538,Off Track
109713,401(k),Construction,Northeast,50,21.3,86199,0.0524,4517,91296,0.931,323934,3235,0.45,Off Track
109714,Defined Benefit Pension,Transportation,West,44,15.5,67309,0.063,4240,79149,0.993,438641,6216,1.108,On Track
109715,401(k),Transportation,Southwest,40,7,58478,0.0682,3988,10260,0.674,262834,2338,0.48,Off Track
109716,Defined Benefit Pension,Education,Northeast,64,21.5,38210,0.0624,2384,70907,0.834,77545,2333,0.733,On Track
109717,Defined Benefit Pension,Public Sector,West,46,13.1,76545,0.072,5511,124719,0.95,563401,6863,1.076,On Track
109718,Annuity,Transportation,West,40,14.5,78623,0.0885,6958,88752,0.901,762659,4508,0.688,At Risk
109719,Defined Benefit Pension,Transportation,Southeast,39,3.7,95252,0.0475,4524,42990,0.99,463201,7414,0.934,On Track
109720,401(k),Construction,Northeast,52,0,31143,0.096,2990,18464,0.996,95840,1319,0.508,Off Track
109721,Annuity,Transportation,Southwest,58,0,74916,0.0524,3926,500,0.825,33706,1985,0.318,Off Track
109722,401(k),Manufacturing,Northeast,63,28.7,66330,0.079,5240,194176,0.764,228971,2421,0.438,Off Track
109723,Defined Benefit Pension,Retail,Southwest,46,5.4,70390,0.0401,2823,9080,0.76,122777,4316,0.736,On Track
109724,401(k),Manufacturing,West,45,12.5,106867,0.0967,10334,149742,0.966,860385,5201,0.584,At Risk
109725,401(k),Public Sector,Southwest,50,15.7,107886,0.1001,10799,195059,0.938,718827,4729,0.526,Off Track
109726,Defined Benefit Pension,Manufacturing,Southeast,50,11.8,100438,0.0373,3746,44407,0.892,193616,6343,0.758,On Track
109727,Defined Benefit Pension,Public Sector,Northeast,39,10.8,74625,0.0889,6634,63263,0.856,680251,7566,1.217,On Track
109728,401(k),Construction,West,66,10.6,66697,0.0896,5976,74744,0.918,74744,1917,0.345,Off Track
109729,Annuity,Retail,Southeast,48,15.8,105712,0.0411,4345,89571,0.873,363779,3546,0.403,Off Track
109730,Defined Benefit Pension,Retail,Midwest,54,3.7,119887,0.0843,10106,30699,0.81,209579,5235,0.524,Off Track
109731,Defined Benefit Pension,Education,Midwest,53,8.5,116767,0.0609,7111,60828,1.005,242360,6133,0.63,At Risk
109732,Annuity,Healthcare,Southeast,53,0,85697,0.0801,6864,11349,0.717,138632,2605,0.365,Off Track
109733,Defined Benefit Pension,Healthcare,West,36,0,73119,0.0717,5243,500,0.961,388803,5775,0.948,On Track
109734,Defined Benefit Pension,Construction,Midwest,48,1.6,91367,0.0423,3865,500,0.723,110389,4776,0.627,At Risk
109735,401(k),Manufacturing,West,75,18.8,93145,0.0822,7657,194982,0.895,194982,2979,0.384,Off Track
109736,Defined Benefit Pension,Healthcare,West,67,9.8,60797,0.0515,3131,70511,0.996,70511,2500,0.493,Off Track
109737,Defined Benefit Pension,Public Sector,West,50,17.6,66615,0.0562,3744,64546,0.953,241833,5186,0.934,On Track
109738,401(k),Manufacturing,Southeast,44,15.1,157327,0.1196,18816,315979,0.872,1826694,8422,0.642,At Risk
109739,401(k),Manufacturing,West,22,14.1,60788,0.0971,5903,64704,0.646,1579087,6783,1.339,On Track
109740,401(k),Manufacturing,Southeast,42,4.4,95854,0.02,1917,14754,0.735,146448,2821,0.353,Off Track
109741,Defined Benefit Pension,Retail,Southwest,47,12.6,57597,0.0464,2673,30297,0.908,169089,4207,0.876,On Track
109742,401(k),Manufacturing,Southwest,44,14,68518,0.1487,10189,171581,0.824,990786,5016,0.878,On Track
109743,401(k),Manufacturing,Midwest,45,29.6,46187,0.0764,3529,98129,0.791,444529,2636,0.685,At Risk
109744,401(k),Construction,Northeast,55,9.2,46255,0.0529,2447,14423,0.53,58083,1350,0.35,Off Track
109745,401(k),Education,Southwest,36,17.9,89288,0.0538,4804,75165,0.817,761039,4769,0.641,At Risk
109746,401(k),Education,Midwest,51,11,85952,0.0759,6524,87590,0.862,335135,3266,0.456,Off Track
109747,Annuity,Retail,Southwest,47,6.4,123531,0.0472,5831,41878,0.788,299745,3332,0.324,Off Track
109748,Annuity,Education,Northeast,37,19,72729,0.02,1455,2184,0.856,110872,2188,0.361,Off Track
109749,Defined Benefit Pension,Manufacturing,Southeast,68,27.1,76354,0.0677,5169,174079,0.806,174079,5076,0.798,On Track
109750,Annuity,Education,Southeast,57,14.1,70799,0.0443,3136,79859,0.936,158322,2298,0.389,Off Track
109751,Annuity,Public Sector,Southwest,39,6.5,44764,0.02,895,6138,0.837,80869,1389,0.372,Off Track
109752,Defined Benefit Pension,Retail,Midwest,54,15.7,88501,0.0735,6505,94070,0.826,275963,6086,0.825,On Track
109753,Defined Benefit Pension,Manufacturing,Northeast,31,14.2,67263,0.0517,3477,55666,0.841,765882,7598,1.355,On Track
109754,401(k),Construction,West,40,29.7,31804,0.0922,2932,94336,0.791,565741,2886,1.089,On Track
109755,401(k),Public Sector,Northeast,64,17.9,103005,0.1232,12690,303089,0.976,333964,3447,0.402,Off Track
109756,401(k),Retail,Midwest,52,4.5,55914,0.0443,2477,20964,0.779,91486,1703,0.365,Off Track
109757,401(k),Healthcare,Southwest,51,22.2,81257,0.084,6826,160067,0.939,505345,3716,0.549,Off Track
109758,Defined Benefit Pension,Public Sector,Midwest,60,18.2,82251,0.0383,3150,80990,0.756,126140,4862,0.709,On Track
109759,Defined Benefit Pension,Manufacturing,Midwest,55,19.5,77885,0.0716,5577,141548,1.052,327000,5909,0.91,On Track
109760,Annuity,Public Sector,Northeast,45,15.6,43879,0.04,1755,25975,1.146,147864,1590,0.435,Off Track
109761,Defined Benefit Pension,Construction,Midwest,59,20.1,111093,0.0464,5155,148560,0.908,246693,6780,0.732,On Track
109762,401(k),Retail,Southwest,28,15.5,51597,0.0807,4164,33864,0.923,822397,4031,0.938,On Track
109763,Defined Benefit Pension,Public Sector,Southwest,40,10,28000,0.0469,1313,23302,0.849,172046,2798,1.199,On Track
109764,401(k),Transportation,Southwest,47,13.1,95759,0.1248,11951,158395,0.867,821467,5072,0.636,At Risk
109765,401(k),Manufacturing,Southeast,55,11.1,94842,0.0931,8830,91191,0.762,279696,3266,0.413,Off Track
109766,Defined Benefit Pension,Healthcare,Northeast,44,14.7,38545,0.0472,1819,10436,0.737,108225,3081,0.959,On Track
109767,401(k),Healthcare,Southeast,27,12.6,71843,0.0742,5331,35306,0.913,1047705,5288,0.883,On Track
109768,401(k),Education,Southeast,25,9.5,102241,0.0691,7065,82469,0.755,1941646,8805,1.033,On Track
109769,Defined Benefit Pension,Education,Northeast,47,10.5,111534,0.0851,9492,101732,0.929,583734,8253,0.888,On Track
109770,Defined Benefit Pension,Retail,West,42,12,89150,0.0492,4386,64977,0.959,454320,7643,1.029,On Track
109771,401(k),Construction,Midwest,37,0,95153,0.0599,5700,500,1.007,393166,3644,0.46,Off Track
109772,401(k),Manufacturing,West,35,20.2,92072,0.1043,9603,228803,0.753,2073324,9213,1.201,On Track
109773,401(k),Manufacturing,Northeast,50,14.8,68159,0.0712,4853,77493,0.725,298675,2700,0.475,Off Track
109774,401(k),Public Sector,West,64,7.1,41509,0.0826,3429,36185,0.935,41785,1177,0.34,Off Track
109775,Defined Benefit Pension,Retail,Northeast,50,16.7,64686,0.0469,3034,47560,0.94,184600,4796,0.89,On Track
109776,Defined Benefit Pension,Retail,West,64,7.9,103479,0.0736,7616,89499,0.934,102485,3826,0.444,Off Track
109777,401(k),Public Sector,Southwest,44,7.9,103215,0.0439,4531,37857,0.948,309904,3366,0.391,Off Track
109778,401(k),Construction,Southeast,53,15,77696,0.1083,8414,157800,0.748,459468,3474,0.537,Off Track
109779,401(k),Transportation,Southeast,64,23.4,62664,0.0686,4299,110517,0.854,121447,1971,0.378,Off Track
109780,Defined Benefit Pension,Transportation,Midwest,46,14.2,120572,0.0859,10357,172227,0.827,870742,10240,1.019,On Track
109781,401(k),Construction,Midwest,48,5.8,75472,0.1103,8325,55484,0.949,384278,3168,0.504,Off Track
109782,401(k),Retail,Midwest,44,9.2,89847,0.0959,8616,63053,0.921,558930,4109,0.549,Off Track
109783,Defined Benefit Pension,Healthcare,Northeast,55,18.8,38217,0.0423,1617,4025,0.921,28522,2471,0.776,On Track
109784,401(k),Healthcare,Southeast,59,15.2,70431,0.1137,8008,176085,0.889,305638,2780,0.474,Off Track
109785,401(k),Healthcare,Midwest,52,19.7,102414,0.0875,8961,223047,0.871,644946,4483,0.525,Off Track
109786,Defined Benefit Pension,Manufacturing,West,45,15.1,33655,0.0702,2363,46800,0.818,237018,3267,1.165,On Track
109787,Defined Benefit Pension,Construction,West,30,18.2,70917,0.0682,4837,106684,0.88,1358993,9849,1.667,On Track
109788,Defined Benefit Pension,Education,West,47,28.1,83450,0.0539,4498,155353,0.924,582444,8200,1.179,On Track
109789,Annuity,Public Sector,Midwest,46,1.2,111998,0.0411,4603,26288,0.976,234934,3116,0.334,Off Track
109790,Defined Benefit Pension,Construction,Midwest,51,31.3,99328,0.065,6456,227706,1.002,650495,9468,1.144,On Track
109791,Defined Benefit Pension,Transportation,Southeast,49,19.5,119408,0.0617,7367,170097,0.927,621236,9703,0.975,On Track
109792,Defined Benefit Pension,Healthcare,Southeast,67,33,95291,0.0503,4793,257160,1.007,257160,7121,0.897,On Track
109793,Defined Benefit Pension,Transportation,Southeast,40,4.1,96909,0.0841,8150,45275,0.94,641460,7997,0.99,On Track
109794,Defined Benefit Pension,Transportation,Midwest,29,15.1,45251,0.042,1901,500,0.675,230522,4162,1.104,On Track
109795,401(k),Retail,Northeast,34,13.3,44444,0.0768,3413,48253,0.959,583197,3055,0.825,On Track
109796,Defined Benefit Pension,Public Sector,Southeast,40,19.1,119057,0.0819,9751,191901,0.737,1358598,12815,1.292,On Track
109797,Defined Benefit Pension,Retail,Northeast,61,15.8,59303,0.0739,4382,76462,1.032,115701,3336,0.675,At Risk
109798,Defined Benefit Pension,Retail,Midwest,32,14.9,56828,0.041,2330,51331,0.619,577944,6189,1.307,On Track
109799,Defined Benefit Pension,Education,Midwest,34,18.2,28000,0.0271,759,6017,0.613,100997,2737,1.173,On Track
109800,Defined Benefit Pension,Public Sector,Northeast,53,11.1,101686,0.0445,4525,65403,1.063,207940,5963,0.704,On Track
109801,401(k),Public Sector,Northeast,58,7.9,40667,0.0439,1785,6153,1.087,24235,1097,0.324,Off Track
109802,401(k),Education,Midwest,29,15.6,49032,0.0799,3918,60994,1,963649,4438,1.086,On Track
109803,401(k),Public Sector,Southeast,27,7.9,102641,0.0678,6959,61343,1.03,1507307,7358,0.86,On Track
109804,Defined Benefit Pension,Public Sector,Southwest,39,11,28000,0.0686,1921,27027,0.708,236596,3084,1.322,On Track
109805,Annuity,Education,Northeast,56,0.5,110045,0.0546,6008,500,0.986,69885,2566,0.28,Off Track
109806,401(k),Education,Midwest,50,12.4,48781,0.0522,2546,40582,0.756,156518,1741,0.428,Off Track
109807,Defined Benefit Pension,Retail,Southwest,39,4.6,67887,0.0714,4847,53558,0.995,530387,6062,1.072,On Track
109808,401(k),Retail,Northeast,57,11.7,50276,0.0796,4002,70013,0.808,151200,1761,0.42,Off Track
109809,401(k),Construction,Midwest,49,3.3,34762,0.0726,2524,5201,0.848,78010,1260,0.435,Off Track
109810,Defined Benefit Pension,Healthcare,Midwest,47,11.8,50751,0.0568,2883,22921,0.982,154525,3674,0.869,On Track
109811,Defined Benefit Pension,Construction,Midwest,29,19.2,48836,0.0641,3130,29183,0.856,610610,5698,1.4,On Track
109812,401(k),Construction,Southwest,39,7.2,37533,0.08,3003,500,0.92,179921,1600,0.511,Off Track
109813,Defined Benefit Pension,Education,Midwest,71,4.5,115190,0.0358,4124,576,0.778,576,2983,0.311,Off Track
109814,Annuity,Retail,Southeast,44,18.3,44853,0.0337,1512,5529,0.773,79265,1386,0.371,Off Track
109815,Defined Benefit Pension,Retail,Southeast,37,19.3,28000,0.0704,1971,44162,0.828,360811,3603,1.544,On Track
109816,Defined Benefit Pension,Retail,West,43,15.4,28000,0.0323,904,30091,0.731,147661,2801,1.201,On Track
109817,Defined Benefit Pension,Education,Southeast,49,8.3,84198,0.0859,7233,62946,0.941,345594,5814,0.829,On Track
109818,Defined Benefit Pension,Manufacturing,West,59,7,28000,0.0741,2075,19090,0.9,41553,1594,0.683,At Risk
109819,Annuity,Transportation,Southeast,55,9.3,67011,0.0515,3451,51058,0.699,136924,2132,0.382,Off Track
109820,401(k),Construction,Northeast,40,11.5,127148,0.0769,9778,128744,1.035,1089018,5963,0.563,At Risk
